Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1554,The Sims 2: Nightlife,21,2005,9,Electronic Arts,1.22,0.05,0,0,1.27
1555,LEGO Batman: The Videogame,3,2008,10,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27
1556,Road Rash,12,1995,3,Electronic Arts,0.71,0.48,0,0.08,1.27
1557,Pokemon Mystery Dungeon: Gates to Infinity,9,2012,5,Nintendo,0.44,0.3,0.47,0.06,1.27
1558,Atlantis,15,1981,8,Imagic,1.18,0.08,0,0.01,1.27
1559,NBA 2K9,5,2008,1,Take-Two Interactive,1,0.16,0,0.11,1.27
1560,WWE '12,5,2011,11,THQ,0.74,0.4,0,0.12,1.27
1561,Tony Hawk's Underground,20,2003,1,Activision,0.85,0.37,0,0.05,1.27
1562,Hogan's Alley,2,1984,8,Nintendo,0.68,0.16,0.41,0.02,1.27
1563,The Elder Scrolls Online,18,2015,5,Bethesda Softworks,0.77,0.38,0,0.12,1.27
1564,Jillian Michaels' Fit2s Ultimatum 2009,1,2008,1,Deep Silver,0.96,0.2,0,0.11,1.27
1565,.hack//Infection Part 1,3,2002,5,Atari,0.49,0.38,0.26,0.13,1.27
1566,Rockstar Games presents Table Tennis,1,2007,1,Take-Two Interactive,0.39,0.73,0,0.15,1.27
1567,Sonic Adventure DX: Director's Cut,19,2003,2,Sega,0.87,0.3,0.06,0.03,1.27
1568,Jet Li: Rise to Honor,3,2004,10,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27
1569,Battle Arena Toshinden,12,1994,11,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
1570,Yokai Watch 3,9,2016,10,Level 5,0,0,1.27,0,1.27
1571,Kung Fu Panda,13,2008,10,Activision,0.56,0.57,0,0.14,1.26
1572,Tamagotchi Connection: Corner Shop,13,2005,9,Atari,0.1,0.02,1.12,0.01,1.26
1573,Football Manager 2011,21,2010,1,Sega,0,1.01,0,0.25,1.26
1574,Devil Dice,12,1998,6,THQ,0.05,0.03,1.1,0.08,1.26
1575,Final Fantasy IV,13,2007,9,Square Enix,0.54,0.05,0.62,0.05,1.26
1576,Hyrule Warriors,17,2014,10,Nintendo,0.61,0.42,0.13,0.1,1.26
1577,Need for Speed Carbon,4,2006,3,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1578,Championship Manager 03/04,21,2003,1,Eidos Interactive,0,1.15,0,0.11,1.26
1579,Brian Lara Cricket,12,1998,1,Codemasters,0.02,1.13,0.01,0.1,1.26
1580,Ratatouille,13,2007,10,THQ,0.5,0.62,0,0.14,1.26
1581,Wheel of Fortune,12,1998,7,Hasbro Interactive,0.99,0.22,0,0.04,1.26
1582,LEGO The Lord of the Rings,5,2012,10,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,1.26
1583,Winter Sports: The Ultimate Challenge,1,2007,1,RTL,0.45,0.68,0,0.12,1.26
1584,SOCOM: U.S. Navy SEALs Confrontation,4,2008,8,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25
1585,NBA Live 2001,12,2000,1,Electronic Arts,0.7,0.47,0,0.08,1.25
1586,Star Wars: The Force Unleashed,3,2008,10,LucasArts,0.49,0,0.01,0.75,1.25
1587,Combat,15,N/A,10,Atari,1.17,0.07,0,0.01,1.25
1588,Tom Clancy's Rainbow Six: Vegas,4,2007,8,Ubisoft,0.47,0.53,0.03,0.22,1.25
1589,Dragon Ball: Daimaou Fukkatsu,2,1988,5,Namco Bandai Games,0,0,1.25,0,1.25
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,2,1987,5,Namco Bandai Games,0,0,1.25,0,1.25
1591,Reel Fishing,12,1996,1,Natsume,0.99,0.13,0.1,0.04,1.25
1592,Injustice: Gods Among Us,4,2013,11,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25
1593,Pokemon XD: Gale of Dark2s,19,2005,5,Nintendo,0.71,0.19,0.31,0.03,1.25
1594,Black,3,2006,8,Electronic Arts,1.01,0.04,0.03,0.16,1.25
1595,RollerCoaster Tycoon 2,21,2002,13,Atari,1.19,0.05,0,0,1.25
1596,Lara Croft Tomb Raider: The Angel of Dark2s,3,2003,10,Eidos Interactive,0.61,0.48,0,0.16,1.25
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,3,2004,10,Ubisoft,0.52,0.56,0,0.17,1.25
1598,Road Rash 3D,12,1998,3,Electronic Arts,1.05,0.16,0,0.04,1.25
1599,Ratchet: Deadlocked,3,2005,8,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24
1600,Baldur's Gate: Dark Alliance,3,2001,5,Virgin Interactive,0.61,0.48,0,0.16,1.24
1601,Transformers: Autobots / Decepticons,13,2007,10,Activision,1.12,0.03,0,0.09,1.24
1602,Tales of Xillia,4,2011,5,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
1603,Diddy Kong Racing DS,13,2007,3,Nintendo,1.1,0.04,0,0.1,1.24
1604,[Prototype],4,2009,10,Activision,0.65,0.41,0,0.19,1.24
1605,Assassin's Creed: Bloodli2,16,2009,10,Ubisoft,0.43,0.48,0.05,0.28,1.24
1606,Oddworld: Abe's Oddysee,12,1997,2,GT Interactive,0.75,0.44,0,0.06,1.24
1607,The Witcher 3: Wild Hunt,18,2015,5,Namco Bandai Games,0.66,0.47,0,0.11,1.24
1608,Ridge Racer V,3,2000,10,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24
1609,WWE SmackDown vs. Raw 2009,3,2008,11,THQ,0.69,0,0,0.55,1.24
1610,Tetris 2 (All region sales),7,1992,6,Nintendo,0.56,0.22,0.43,0.03,1.24
1611,Star Wars Episode III: Revenge of the Sith,20,2005,10,Activision,0.82,0.38,0,0.04,1.24
1612,Ben 10: Protector of Earth,1,2007,10,D3Publisher,0.55,0.55,0,0.13,1.23
1613,Frogger: The Great Quest,3,2001,2,Konami Digital Entertainment,0.6,0.47,0,0.16,1.23
1614,2010 FIFA World Cup South Africa,4,2010,1,Electronic Arts,0.3,0.64,0.07,0.22,1.23
1615,Ninja Gaiden,20,2004,10,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23
1616,Crash Bandicoot: The Wrath of Cortex,20,2002,2,Universal Interactive,0.59,0.57,0,0.07,1.23
1617,Driv3r,3,2004,3,Atari,0.6,0.47,0,0.16,1.23
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,12,2003,7,Sony Computer Entertainment,0.69,0.47,0,0.08,1.23
1619,Farming Simulator 2015,21,2014,9,Focus Home Interactive,0.08,1.02,0,0.13,1.23
1620,Guitar Hero: Aerosmith,5,2008,7,Activision,1,0.14,0,0.1,1.23
1621,Medal of Honor: Airborne,4,2007,8,Electronic Arts,0.25,0.7,0.03,0.25,1.23
1622,Kirby Tilt 'n' Tumble,7,2000,6,Nintendo,0.29,0.17,0.75,0.02,1.23
1623,SpongeBob SquarePants: Battle for Bikini Bottom,6,2003,2,THQ,0.88,0.33,0,0.02,1.23
1624,Vigilante 8,12,1998,3,Activision,0.68,0.47,0,0.08,1.23
1625,Castlevania,2,1986,2,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23
1626,Donkey Kong Country 2,6,2004,2,Nintendo,0.79,0.27,0.12,0.04,1.23
1627,Bayonetta,4,2009,10,Sega,0.44,0.41,0.21,0.17,1.23
1628,"WarioWare, Inc.: Mega MicroGame$",6,2003,6,Nintendo,0.4,0.11,0.7,0.02,1.23
1629,Star Wars: Battlefront II,16,2005,8,LucasArts,1.05,0.06,0.01,0.11,1.23
1630,Madden NFL 17,10,2016,1,Electronic Arts,0.92,0.08,0,0.23,1.23
1631,Boom Blox,1,2008,6,Electronic Arts,0.72,0.38,0,0.12,1.23
1632,Fallout 4,21,2015,5,Bethesda Softworks,0.5,0.63,0,0.1,1.23
1633,The Sims 2: Castaway,1,2007,9,Electronic Arts,0.45,0.64,0,0.14,1.23
1634,LEGO Batman 2: DC Super Heroes,4,2012,10,Warner Bros. Interactive Entertainment,0.5,0.53,0,0.2,1.22
1635,Naruto Shippuden: Ultimate Ninja Storm 2,4,2010,11,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22
1636,Mario Power Tennis,19,2004,1,Nintendo,0.58,0.16,0.46,0.03,1.22
1637,Intelligent Qube,12,1997,6,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22
1638,Game & Watch Gallery 2,7,1997,7,Nintendo,0.76,0.3,0.12,0.04,1.22
1639,Game & Watch Gallery 3,7,1999,7,Nintendo,0.79,0.31,0.08,0.04,1.22
1640,Pac-Man,2,1984,6,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22
1641,Parfait: Chocolat Second Style,3,2006,12,Alchemist,0.59,0.46,0.01,0.15,1.22
1642,F1 2011,4,2011,3,Codemasters,0.12,0.75,0.11,0.25,1.22
1643,Cars,16,2006,3,THQ,0.72,0.29,0,0.21,1.22
1644,NBA Live 99,12,1997,1,Electronic Arts,1.13,0.05,0,0.03,1.22
1645,Chocobo no Fushigi Dungeon,12,1997,5,SquareSoft,0,0,1.14,0.08,1.22
1646,Golden Sun: The Lost Age,6,2002,5,Nintendo,0.61,0.27,0.27,0.07,1.22
1647,SimCity 2000,12,1996,9,Maxis,0.68,0.46,0,0.08,1.22
1648,Max Payne,20,2001,8,Take-Two Interactive,0.98,0.19,0,0.05,1.22
1649,WCW Mayhem,12,1998,11,Electronic Arts,0.68,0.46,0,0.08,1.22
1650,NBA 2K2,3,2002,1,Sega,0.59,0.46,0.01,0.15,1.22
1651,NASCAR Thunder 2003,3,N/A,3,Unknown,0.6,0.46,0,0.16,1.22
1652,Super Street Fighter IV: 3D Edition,9,2011,11,Capcom,0.55,0.44,0.14,0.09,1.22
1653,Cars,3,2006,3,THQ,1.01,0.04,0,0.16,1.21
1654,Fuzion Frenzy,20,2001,7,Microsoft Game Studios,0.93,0.24,0,0.04,1.21
1655,Call of Duty: Fi2t Hour,20,2004,8,Activision,0.78,0.4,0,0.04,1.21
1656,FIFA Soccer 11,16,2010,1,Electronic Arts,0.13,0.7,0.01,0.37,1.21
1657,Sly Cooper and the Thievius Raccoonus,3,2002,2,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21
1658,LEGO Indiana Jo2 2: The Adventure Continues,13,2009,10,Activision,0.66,0.43,0,0.12,1.21
1659,The Magical Quest starring Mickey Mouse,14,1992,2,Capcom,0.66,0.17,0.35,0.03,1.21
1660,Dragon Quest IV: Michibikareshi Monotachi,12,2001,5,Enix Corporation,0,0,1.2,0.01,1.21
1661,Star Wars Episode 1: Jedi Power Battles,12,1999,10,LucasArts,0.66,0.48,0.01,0.06,1.21
1662,Dino Crisis 2,12,2000,10,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
1663,Need for Speed Underground,19,2003,3,Electronic Arts,0.69,0.48,0.01,0.03,1.21
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,6,2007,7,N/A,0.87,0.32,0,0.02,1.21
1665,Test Drive 4,12,1997,3,Electronic Arts,0.67,0.46,0,0.08,1.21
1666,FIFA Soccer 07,16,2006,1,Electronic Arts,0.24,0.65,0,0.32,1.21
1667,World Soccer Winning Eleven 9 (JP & Others sales),16,2005,1,Konami Digital Entertainment,0.01,0.88,0.31,0,1.2
1668,The Lord of the Rings: The Fellowship of the Ring,3,2002,10,Black Label Games,0.59,0.46,0,0.15,1.2
1669,LEGO Star Wars III: The Clone Wars,4,2011,10,LucasArts,0.52,0.49,0,0.2,1.2
1670,ATV Offroad Fury 3,3,2004,3,SouthPeak Games,1,0.04,0,0.16,1.2
1671,Pikmin 2,19,2004,13,Nintendo,0.48,0.13,0.56,0.03,1.2
1672,Just Dance 2016,1,2015,7,Ubisoft,0.52,0.59,0,0.1,1.2
1673,Disney Sing It,1,2008,7,Disney Interactive Studios,0.77,0.31,0,0.12,1.2
1674,Battlefield: Hardline,18,2015,8,Electronic Arts,0.72,0.37,0.01,0.11,1.2
1675,WWE 2K16,10,2015,1,Take-Two Interactive,0.41,0.6,0,0.19,1.2
1676,Dragon Ball Z: La Legende Saien,14,1993,11,Namco Bandai Games,0,0,1.2,0,1.2
1677,TwinBee,2,1986,8,Konami Digital Entertainment,0,0,1.2,0,1.2
1678,Ganbare Goemon! Karakuri Douchuu,2,1986,2,Konami Digital Entertainment,0,0,1.2,0,1.2
1679,NFL 2K,28,1999,1,Sega,1.12,0.05,0,0.02,1.2
1680,SolarStriker,7,1989,8,Nintendo,0.4,0.39,0.36,0.04,1.2
1681,Enter the Matrix,20,2003,10,Atari,0.72,0.43,0.01,0.04,1.2
1682,NHL 2002,3,2001,1,Electronic Arts,0.59,0.46,0,0.15,1.2
1683,Mario vs. Donkey Kong 2: March of the Minis,13,2006,6,Nintendo,0.74,0.03,0.36,0.07,1.2
1684,PokéPark 1: Pikachu's Adventure,1,2009,12,Nintendo,0.55,0.17,0.42,0.06,1.2
1685,One Piece: Pirate Warriors,4,2012,10,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
1686,WWE 2K14,4,2013,1,Take-Two Interactive,0.49,0.49,0,0.21,1.19
1687,Metal Gear Solid: Portable Ops,16,2006,10,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1688,Nuclear Strike,12,1997,9,Electronic Arts,0.66,0.45,0,0.08,1.19
1689,Captain Toad: Treasure Tracker,17,2014,6,Nintendo,0.56,0.36,0.19,0.09,1.19
1690,WWE SmackDown vs Raw 2008,16,2007,11,THQ,0.45,0.47,0,0.28,1.19
1691,The Simpsons: Road Rage,6,2003,3,THQ,0.86,0.32,0,0.02,1.19
1692,Pro Evolution Soccer 2008,1,2008,1,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,6,2002,2,THQ,0.92,0.23,0,0.04,1.19
1694,Mario & Sonic at the London 2012 Olympic Games,9,2012,1,Sega,0.18,0.64,0.27,0.1,1.19
1695,Scarface: The World is Yours,3,2006,10,Vivendi Games,0.99,0.04,0,0.16,1.19
1696,Kobe Bryant in NBA Courtside,11,1998,1,Nintendo,1.02,0.13,0.04,0.01,1.19
1697,Disney's Chip 'n Dale: Rescue Rangers,2,1990,2,Capcom,0.68,0.14,0.35,0.02,1.19
1698,The Dukes of Hazzard: Racing for Home,12,1999,3,Ubisoft,0.99,0.16,0,0.04,1.19
1699,Hitman 2: Silent Assassin,20,N/A,10,Eidos Interactive,0.76,0.38,0,0.05,1.19
1700,FIFA 14,18,2013,1,Electronic Arts,0.41,0.66,0,0.12,1.19
1701,Spider-Man: The Movie,19,2002,10,Activision,0.86,0.27,0.01,0.04,1.19
1702,Final Fantasy I & II: Dawn of Souls,6,2004,5,Nintendo,0.64,0.24,0.29,0.02,1.19
1703,NBA 2K17,10,2016,1,Take-Two Interactive,0.83,0.14,0,0.22,1.19
1704,Pokemon Super Mystery Dungeon,9,2015,5,Nintendo,0.46,0.31,0.33,0.08,1.19
1705,Just Dance 4,5,2012,7,Ubisoft,0.9,0.2,0,0.08,1.19
1706,Metal Gear Solid VR Missions,12,1999,12,Konami Digital Entertainment,0.66,0.45,0,0.08,1.18
1707,Pole Position,15,1982,3,Atari,1.1,0.07,0,0.01,1.18
1708,Resident Evil: Operation Raccoon City,4,2012,10,Capcom,0.48,0.25,0.36,0.1,1.18
1709,LEGO Indiana Jo2: The Original Adventures,16,2008,10,LucasArts,0.4,0.49,0,0.29,1.18
1710,Pro Yakyuu Family Stadium '88,2,1988,1,Namco Bandai Games,0.1,0,1.08,0,1.18
1711,Shenmue,28,1999,12,Sega,0.52,0.24,0.38,0.04,1.18
1712,Mario Tennis,7,2000,1,Nintendo,0.5,0.18,0.44,0.06,1.18
1713,Tony Hawk's Pro Skater 2,6,2001,1,Activision,0.85,0.31,0,0.02,1.18
1714,WWE '12,4,2011,11,THQ,0.53,0.46,0.02,0.17,1.18
1715,WWE SmackDown vs. Raw 2010,4,2009,11,THQ,0.48,0.49,0.01,0.2,1.18
1716,Plants vs. Zombies,13,2011,13,Mastertronic,0.95,0.15,0,0.08,1.18
1717,Sonic the Hedgehog,4,2006,2,Sega,0.41,0.07,0.04,0.66,1.18
1718,Super Ghouls 'n Ghosts,14,1991,2,Capcom,0.5,0.14,0.52,0.02,1.18
1719,Spore,21,2008,13,Electronic Arts,0.03,1.06,0,0.09,1.17
1720,Soviet Strike,12,1996,9,Electronic Arts,0.65,0.44,0,0.08,1.17
1721,Your Shape: Fit2s Evolved 2012,5,2011,1,Ubisoft,0.7,0.37,0,0.1,1.17
1722,Army of Two,4,2008,8,Electronic Arts,0.74,0.26,0.02,0.15,1.17
1723,Gun,3,2005,8,Activision,0.98,0.04,0,0.16,1.17
1724,Ty the Tasmanian Tiger,3,2002,2,Electronic Arts,0.57,0.45,0,0.15,1.17
1725,Wario Land: Shake It!,1,2008,2,Nintendo,0.6,0.31,0.15,0.11,1.17
1726,Sonic Rush Adventure,13,2007,2,Sega,0.54,0.49,0.01,0.12,1.17
1727,Medal of Honor: Warfighter,5,2012,10,Electronic Arts,0.58,0.47,0.01,0.1,1.17
1728,Mega Man 3,2,1990,2,Capcom,0.68,0.1,0.39,0,1.17
1729,Ratchet & Clank (2016),10,2016,2,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
1730,Mission: Impossible,11,1997,10,Ocean,0.74,0.38,0.02,0.03,1.17
1731,Romancing SaGa 2,14,1993,5,SquareSoft,0,0,1.17,0,1.17
1732,Cabela's Dangerous Hunts,3,2003,1,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17
1733,Cool Boarders 4,12,1998,1,989 Studios,0.65,0.44,0,0.08,1.17
1734,Rage Racer,12,1996,3,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1735,Medal of Honor: Rising Sun,20,2003,8,Electronic Arts,0.76,0.36,0,0.05,1.17
1736,Football Manager 2013,21,2012,1,Sega,0,0.95,0,0.22,1.17
1737,Destruction Derby 2,12,1996,3,Psygnosis,0.65,0.44,0,0.08,1.17
1738,Mirror's Edge,5,2008,2,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1739,Destiny: The Taken King,18,2015,8,Activision,0.82,0.23,0,0.11,1.17
1740,Mario vs. Donkey Kong,6,2004,6,Nintendo,0.68,0.25,0.21,0.02,1.17
1741,007: Quantum of Solace,4,2008,10,Activision,0.43,0.52,0.02,0.2,1.16
1742,EA Sports Active: More Workouts,1,2009,1,Electronic Arts,0.78,0.28,0,0.1,1.16
1743,Fallout: New Vegas,21,2010,5,Bethesda Softworks,0.58,0.45,0,0.14,1.16
1744,Need for Speed: Most Wanted,23,2012,3,Electronic Arts,0.38,0.52,0.01,0.25,1.16
1745,Final Fantasy Tactics: The War of the Lions,16,2007,5,Square Enix,0.45,0.25,0.3,0.16,1.16
1746,Midnight Club 3: DUB Edition Remix,3,2006,3,Take-Two Interactive,0.97,0.04,0,0.16,1.16
1747,Tom Clancy's Ghost Recon: Jungle Storm,3,2004,8,Ubisoft,0.57,0.44,0,0.15,1.16
1748,SingStar,4,2007,7,Sony Computer Entertainment,0.45,0.58,0,0.13,1.16
1749,Bushido Blade,12,1997,11,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1750,LEGO Star Wars III: The Clone Wars,13,2011,10,LucasArts,0.66,0.39,0,0.11,1.16
1751,NASCAR Thunder 2002,3,2001,3,Electronic Arts,0.57,0.44,0,0.15,1.16
1752,Jet Force Gemini,11,1999,8,Nintendo,0.78,0.28,0.07,0.02,1.16
1753,Mega Man X,14,1993,2,Capcom,0.57,0.08,0.5,0.01,1.16
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),6,2002,5,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16
1755,Sega Rally Championship,31,1995,3,Sega,0.21,0.16,0.77,0.02,1.16
1756,Test Drive: Off Road,12,1997,3,Eidos Interactive,0.65,0.44,0,0.08,1.16
1757,Medal of Honor Heroes 2,16,2007,8,Electronic Arts,0.5,0.39,0.02,0.25,1.16
1758,Sniper: Ghost Warrior,5,2010,8,City Interactive,0.54,0.51,0,0.12,1.16
1759,Rocksmith,4,2011,7,Ubisoft,0.52,0.38,0.09,0.17,1.16
1760,LEGO Star Wars: The Video Game,20,2005,10,Eidos Interactive,0.83,0.28,0,0.05,1.16
1761,FIFA Soccer 10,16,2009,1,Electronic Arts,0.15,0.68,0.01,0.32,1.16
1762,Plants vs. Zombies: Garden Warfare,5,2014,8,Electronic Arts,0.51,0.54,0,0.1,1.16
1763,Worldwide Soccer Manager 2009,21,2008,9,Sega,0,1.14,0,0.01,1.15
1764,Omerta: City of Gangsters,4,2011,9,Konami Digital Entertainment,0.52,0.46,0,0.17,1.15
1765,Gauntlet: Dark Legacy,3,2001,10,Midway Games,0.56,0.44,0,0.15,1.15
1766,Ninja Gaiden Sigma,4,2007,10,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
1767,Bad Boys: Miami Takedown,3,2004,8,Empire Interactive,0.56,0.44,0,0.15,1.15
1768,Kaboom!,15,1980,7,Activision,1.07,0.07,0,0.01,1.15
1769,Red Dead Redemption: Undead Nightmare,4,2010,10,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15
1770,Sonic and the Black Knight,1,2009,2,Sega,0.69,0.35,0.01,0.11,1.15
1771,Call of Duty 4: Modern Warfare,21,2007,8,Activision,0,1.12,0,0.03,1.15
1772,Qix,7,1990,6,Nintendo,0.51,0.2,0.41,0.03,1.15
1773,Derby Stallion III,14,1995,1,ASCII Entertainment,0,0,1.15,0,1.15
1774,Doraemon,2,1986,10,Hudson Soft,0,0,1.15,0,1.15
1775,High School Musical 2: Work This Out!,13,2008,7,Disney Interactive Studios,0.5,0.52,0,0.13,1.15
1776,Ratchet & Clank: All 4 One,4,2011,2,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15
1777,Donkey Konga,19,2003,7,Nintendo,0.5,0.16,0.46,0.03,1.15
1778,Fight Night Champion,4,2011,11,Electronic Arts,0.45,0.51,0,0.19,1.15
1779,Dragon Quest I & II,14,1993,5,Enix Corporation,0,0,1.15,0,1.15
1780,Tak and the Power of Juju,3,2003,2,THQ,0.56,0.44,0,0.15,1.15
1781,Asteroids,12,1998,8,Success,0.64,0.43,0,0.07,1.15
1782,Puyo Puyo Sun Ketteiban,12,1997,6,Compile,0,0,1.07,0.07,1.15
1783,Pokemon Rumble Blast,9,2011,10,Nintendo,0.47,0.26,0.35,0.07,1.14
1784,Action Bass,12,2000,10,Take-Two Interactive,0.64,0.43,0,0.07,1.14
1785,Tenchu: Wrath of Heaven,3,2003,10,Activision,0.44,0.34,0.25,0.11,1.14
1786,Shadow of the Colossus,3,2005,10,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
1787,Brave Fencer Musashi,12,1998,5,SquareSoft,0.25,0.17,0.65,0.07,1.14
1788,Hot Shots Golf: Out of Bounds,4,2007,1,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1789,Dance Dance Revolution Extreme 2,3,2005,9,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14
1790,Mirror's Edge,4,2008,2,Electronic Arts,0.31,0.59,0.02,0.22,1.14
1791,Rabbids Go Home,1,2009,2,Ubisoft,0.26,0.75,0,0.14,1.14
1792,South Park,11,1998,8,Acclaim Entertainment,0.9,0.23,0,0.02,1.14
1793,Commando,2,1986,10,Capcom,0.71,0.16,0.25,0.03,1.14
1794,Pilotwings,14,1990,9,Nintendo,0.46,0.17,0.48,0.02,1.14
1795,Resident Evil - Code: Veronica,28,2000,10,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
1796,Super R.C. Pro-Am,7,1991,3,Nintendo,0.58,0.37,0.15,0.04,1.14
1797,The Lord of the Rings: The Return of the King,20,2003,10,Electronic Arts,0.71,0.38,0,0.05,1.14
1798,LEGO Star Wars: The Video Game,6,2005,10,Eidos Interactive,0.82,0.3,0,0.02,1.14
1799,Royal Palace of White Sword and The City of Gentiles,3,2005,5,Take-Two Interactive,0,0.51,0,0.62,1.14
1800,Guitar Hero 5,5,2009,7,Activision,0.65,0.37,0,0.11,1.14
1801,Mobile Suit Gundam: Federation vs. Zeon,3,2001,9,Atari,0.12,0.1,0.88,0.03,1.14
1802,Need for Speed Underground 2,19,2004,3,Electronic Arts,0.7,0.39,0.01,0.03,1.14
1803,MechAssault,20,2002,9,Microsoft Game Studios,1.01,0.1,0,0.03,1.13
1804,ModNation Racers,4,2010,3,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13
1805,LEGO Star Wars III: The Clone Wars,9,2011,10,LucasArts,0.61,0.43,0,0.09,1.13
1806,Derby Stallion 99,12,1999,1,ASCII Entertainment,0,0,1.06,0.07,1.13
1807,Cars,6,2006,3,THQ,0.81,0.3,0,0.02,1.13
1808,Fantasy Life,9,2012,5,Nintendo,0.33,0.37,0.37,0.06,1.13
1809,Tom Clancy's Rainbow Six 3: Black Arrow,20,2004,8,Ubisoft,0.99,0.12,0,0.02,1.13
1810,WWE 2K15,10,2014,1,Take-Two Interactive,0.38,0.56,0,0.19,1.13
1811,Donkey Kong,2,1983,2,Nintendo,0.23,0.05,0.84,0.01,1.13
1812,Jampack Winter '98,12,1998,7,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13
1813,WWE 2K14,5,2013,1,Take-Two Interactive,0.64,0.39,0,0.1,1.13
1814,Alien: Isolation,10,2014,8,Sega,0.34,0.56,0.04,0.19,1.13
1815,Yakuza 3,4,2009,10,Sega,0.21,0.21,0.62,0.08,1.13
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),6,2005,5,Nintendo,0.81,0.3,0,0.02,1.13
1817,The Beatles: Rock Band,4,2009,7,MTV Games,0.67,0.3,0,0.15,1.13
1818,Dragon Age II,5,2011,10,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1819,Moon Patrol,15,1982,8,Atari,1.05,0.06,0,0.01,1.12
1820,Supercar Street Challenge,3,2001,3,Activision,0.55,0.43,0,0.14,1.12
1821,Pilotwings 64,11,1996,9,Nintendo,0.56,0.24,0.3,0.02,1.12
1822,Crackdown 2,5,2010,8,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
1823,Final Fantasy XIV: A Realm Reborn,4,2013,5,Square Enix,0.36,0.33,0.28,0.15,1.12
1824,Castlevania: Lords of Shadow,4,2010,10,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12
1825,Rocksmith,5,2011,7,Ubisoft,0.84,0.2,0.01,0.08,1.12
1826,Disney Infinity 2.0: Marvel Super Heroes,5,2014,10,Disney Interactive Studios,0.62,0.4,0,0.1,1.12
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,16,2005,8,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12
1828,Call Of Duty 2: Big Red One,20,2005,8,Activision,0.66,0.4,0,0.05,1.12
1829,Yoshi's Cookie,2,1992,6,Nintendo,0.41,0.06,0.63,0.02,1.12
1830,Guitar Hero 5,3,2009,7,Activision,0.28,0.3,0,0.54,1.12
1831,Worldwide Soccer Manager 2008,21,2007,1,Russel,0,1.12,0,0,1.12
1832,Spider-Man 2,20,2004,10,Activision,0.82,0.26,0,0.04,1.12
1833,Counter-Strike,20,2003,8,Microsoft Game Studios,0.85,0.23,0,0.04,1.11
1834,Mad Max (2015),10,2015,10,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11
1835,"Transformers: The Game (XBox 360, PS2, PS3, 1 & PC Versions)",3,2007,10,Activision,0.63,0.37,0,0.11,1.11
1836,GRID,4,2008,3,Codemasters,0.31,0.57,0.03,0.2,1.11
